url,status,detail,local_file,sha256
https://kraftboxpack.com/wp-content/uploads/2024/10/Custom-Kraft-Pizza-Packaging.jpg,downloaded,jpg 55KB,2024-10-custom-kraft-pizza-packaging.jpg,4f2c5423c60cef63a50998b3505d0a739c87b9ab98463dffe0fa44c8429c609b
https://kraftboxpack.com/wp-content/uploads/2024/10/Custom-Kraft-Round-Boxes.jpg,downloaded,jpg 50KB,2024-10-custom-kraft-round-boxes.jpg,3addf4a61c13bd10ffd149608f3d4cc5defc61c8d6dcbd7cd6bc21022527549a
https://kraftboxpack.com/wp-content/uploads/2024/10/Custom-Kraft-Round-Packaging.jpg,downloaded,jpg 37KB,2024-10-custom-kraft-round-packaging.jpg,3f777b42f796371767f0f03c5d69e2463e3e42e65045606b0f871927f0b2d846
https://kraftboxpack.com/wp-content/uploads/2024/10/Custom-Kraft-Shipping-Boxes.jpg,downloaded,jpg 33KB,2024-10-custom-kraft-shipping-boxes.jpg,fa74ac39855bf2678f042185e67079766e730f9d431e76fc492ed6f721f1da7d
https://kraftboxpack.com/wp-content/uploads/2024/10/Custom-Kraft-Shipping-Packaging.jpg,downloaded,jpg 97KB,2024-10-custom-kraft-shipping-packaging.jpg,ddc7fe26c037de909b20e2211e18ef5c8dd212879b146849ca8fdfc60e00404b
https://kraftboxpack.com/wp-content/uploads/2024/10/Custom-Kraft-Shoe-Boxes.jpg,downloaded,jpg 41KB,2024-10-custom-kraft-shoe-boxes.jpg,faac6cf882bbda30d668d23e6c247214d17a4d1d126607810e5544695f12167a
https://kraftboxpack.com/wp-content/uploads/2024/10/Custom-Kraft-Shoe-Packaging.jpg,downloaded,jpg 34KB,2024-10-custom-kraft-shoe-packaging.jpg,f61a9ae6fff9169a317bc86ae858d28d2cadda1798cb712e14845451ca418c78
https://kraftboxpack.com/wp-content/uploads/2024/10/Custom-Kraft-Storage-Boxes.jpg,downloaded,jpg 49KB,2024-10-custom-kraft-storage-boxes.jpg,317adbf79817acec4ed67999ae9b43f5b4dd2af75059a5ad65a21e27edcbd13f
https://kraftboxpack.com/wp-content/uploads/2024/10/Custom-Kraft-Storage-Packaging.jpg,downloaded,jpg 28KB,2024-10-custom-kraft-storage-packaging.jpg,1ff486571d1c37eac9b6c01509cef9b51e9e368b226e970d8c2be2a8ed031cda
https://kraftboxpack.com/wp-content/uploads/2024/10/Custom-Kraft-Take-Out-Boxes.jpg,downloaded,jpg 55KB,2024-10-custom-kraft-take-out-boxes.jpg,345fa6f1cb8746a38acb1cf063918d0b109af0bfe75d19a9052de022219c0e75
https://kraftboxpack.com/wp-content/uploads/2024/10/Custom-Kraft-Take-Out-Packaging.jpg,downloaded,jpg 30KB,2024-10-custom-kraft-take-out-packaging.jpg,88616ed479b9208efbaa009bed3681a09d9ff2e945bc53403983c700d4bf5870
https://kraftboxpack.com/wp-content/uploads/2024/10/Custom-Kraft-Treat-Boxes.jpg,downloaded,jpg 45KB,2024-10-custom-kraft-treat-boxes.jpg,9e95707128af8857f43bc2b73d392eef1ea36594d936b3501722609a1c11b10e
https://kraftboxpack.com/wp-content/uploads/2024/10/Custom-Kraft-Treat-Packaging.jpg,downloaded,jpg 29KB,2024-10-custom-kraft-treat-packaging.jpg,ec4c6bc6330d4cc1375a75143b9040599f579f854fe936161c13e65c4c82bb9e
https://kraftboxpack.com/wp-content/uploads/2024/10/Custom-Large-Kraft-Gift-Boxes.jpg,downloaded,jpg 39KB,2024-10-custom-large-kraft-gift-boxes.jpg,695f8af66743128e72bfeb26a3d2280c08ab1e1316892dae476b8c1ab11d26a2
https://kraftboxpack.com/wp-content/uploads/2024/10/Custom-Large-Kraft-Gift-Packaging.jpg,downloaded,jpg 24KB,2024-10-custom-large-kraft-gift-packaging.jpg,06061e249c10b06bb9f388aa6dd10cc5f5868770f2d117a6d3ddcd16f957faf8
https://kraftboxpack.com/wp-content/uploads/2024/10/Custom-Mini-Kraft-Boxes.jpg,downloaded,jpg 45KB,2024-10-custom-mini-kraft-boxes.jpg,3040b8c9678b7e70c3eb1385f8166a1fc76aa2cf9ff43553668ab7474e19c125
https://kraftboxpack.com/wp-content/uploads/2024/10/Custom-Mini-Kraft-Packaging.jpg,downloaded,jpg 36KB,2024-10-custom-mini-kraft-packaging.jpg,846228ed83032c12aea0b4f04c277d474bcb245dc44547250abb775e15b3f2de
https://kraftboxpack.com/wp-content/uploads/2024/10/Custom-Small-Kraft-Boxes.jpg,downloaded,jpg 44KB,2024-10-custom-small-kraft-boxes.jpg,832726efaf802a4ff4703d0ecc01d96d634b7985a68f02ac39ed3839a0022bcd
https://kraftboxpack.com/wp-content/uploads/2024/10/Custom-Small-Kraft-Packaging.jpg,downloaded,jpg 45KB,2024-10-custom-small-kraft-packaging.jpg,3040b8c9678b7e70c3eb1385f8166a1fc76aa2cf9ff43553668ab7474e19c125
