old_url,local_file,alt_text,used_by,role
https://kraftboxpack.com/wp-content/uploads/2024/10/Kraft-Pizza-Packaging.jpg,2024/10/Kraft-Pizza-Packaging.jpg,,/product/kraft-pizza-boxes/,gallery
https://kraftboxpack.com/wp-content/uploads/2024/10/Kraft-Round-Boxes.jpg,2024/10/Kraft-Round-Boxes.jpg,,/product/kraft-round-boxes/,primary
https://kraftboxpack.com/wp-content/uploads/2024/10/Kraft-Round-Packaging.jpg,2024/10/Kraft-Round-Packaging.jpg,,/product/kraft-round-boxes/,gallery
https://kraftboxpack.com/wp-content/uploads/2024/10/Kraft-Shipping-Boxes.jpg,2024/10/Kraft-Shipping-Boxes.jpg,,/product/kraft-shipping-boxes/,primary
https://kraftboxpack.com/wp-content/uploads/2024/10/Kraft-Shipping-Packaging.jpg,2024/10/Kraft-Shipping-Packaging.jpg,,/product/kraft-shipping-boxes/,gallery
https://kraftboxpack.com/wp-content/uploads/2024/10/Kraft-Shoe-Boxes.jpg,2024/10/Kraft-Shoe-Boxes.jpg,,/product/kraft-shoe-boxes/,primary
https://kraftboxpack.com/wp-content/uploads/2024/10/Kraft-Shoe-Packaging.jpg,2024/10/Kraft-Shoe-Packaging.jpg,,/product/kraft-shoe-boxes/,gallery
https://kraftboxpack.com/wp-content/uploads/2024/10/Kraft-Storage-Boxes-1.jpg,2024/10/Kraft-Storage-Boxes-1.jpg,,/product/kraft-storage-boxes/,primary
https://kraftboxpack.com/wp-content/uploads/2024/10/Kraft-Storage-Packaging-1.jpg,2024/10/Kraft-Storage-Packaging-1.jpg,,/product/kraft-storage-boxes/,gallery
https://kraftboxpack.com/wp-content/uploads/2024/10/Kraft-Take-Out-Boxes.jpg,2024/10/Kraft-Take-Out-Boxes.jpg,,/product/kraft-take-out-boxes/,primary
https://kraftboxpack.com/wp-content/uploads/2024/10/Kraft-Take-Out-Packaging.jpg,2024/10/Kraft-Take-Out-Packaging.jpg,,/product/kraft-take-out-boxes/,gallery
https://kraftboxpack.com/wp-content/uploads/2024/10/Kraft-Treat-Boxes.jpg,2024/10/Kraft-Treat-Boxes.jpg,,/product/kraft-treat-boxes/,primary
https://kraftboxpack.com/wp-content/uploads/2024/10/Kraft-Treat-Packaging.jpg,2024/10/Kraft-Treat-Packaging.jpg,,/product/kraft-treat-boxes/,gallery
https://kraftboxpack.com/wp-content/uploads/2024/10/Large-Kraft-Gift-Boxes.jpg,2024/10/Large-Kraft-Gift-Boxes.jpg,,/product/large-kraft-gift-boxes/,primary
https://kraftboxpack.com/wp-content/uploads/2024/10/Large-Kraft-Gift-Packaging.jpg,2024/10/Large-Kraft-Gift-Packaging.jpg,,/product/large-kraft-gift-boxes/,gallery
https://kraftboxpack.com/wp-content/uploads/2024/10/Mini-Kraft-Boxes.jpg,2024/10/Mini-Kraft-Boxes.jpg,,/product/mini-kraft-boxes/,primary
https://kraftboxpack.com/wp-content/uploads/2024/10/Mini-Kraft-Packaging.jpg,2024/10/Mini-Kraft-Packaging.jpg,,/product/mini-kraft-boxes/,gallery
https://kraftboxpack.com/wp-content/uploads/2024/10/Small-Kraft-Boxes.jpg,2024/10/Small-Kraft-Boxes.jpg,,/product/small-kraft-boxes/,primary
https://kraftboxpack.com/wp-content/uploads/2024/10/Small-Kraft-Packaging.jpg,2024/10/Small-Kraft-Packaging.jpg,,/product/small-kraft-boxes/,gallery
https://kraftboxpack.com/wp-content/uploads/2025/11/1-1.jpg,2025/11/1-1.jpg,,/product/kraft-boxes-for-gifts/,gallery
https://kraftboxpack.com/wp-content/uploads/2025/11/1-2.jpg,2025/11/1-2.jpg,,/product/kraft-paper-boxes/,gallery
https://kraftboxpack.com/wp-content/uploads/2025/11/1-3.jpg,2025/11/1-3.jpg,,/product/custom-kraft-bags/,gallery
https://kraftboxpack.com/wp-content/uploads/2025/11/1-4.jpg,2025/11/1-4.jpg,,/product/kraft-pillow-boxes/,primary
https://kraftboxpack.com/wp-content/uploads/2025/11/1-5.jpg,2025/11/1-5.jpg,,/product/colored-kraft-paper/,gallery
https://kraftboxpack.com/wp-content/uploads/2025/11/1-6.jpg,2025/11/1-6.jpg,,/product/kraft-necklace-box/,gallery
https://kraftboxpack.com/wp-content/uploads/2025/11/1-7.jpg,2025/11/1-7.jpg,,/product/kraft-paper-treat-bags/,gallery
https://kraftboxpack.com/wp-content/uploads/2025/11/1-8.jpg,2025/11/1-8.jpg,,/product/kraft-bakery-bags/,gallery
https://kraftboxpack.com/wp-content/uploads/2025/11/1-9.jpg,2025/11/1-9.jpg,,/product/kraft-display-boxes/,gallery
https://kraftboxpack.com/wp-content/uploads/2025/11/1.jpg,2025/11/1.jpg,Kraft Paperboard Boxes,/product/kraft-paperboard-boxes/,primary
https://kraftboxpack.com/wp-content/uploads/2025/11/2-1.jpg,2025/11/2-1.jpg,,/product/kraft-boxes-for-gifts/,gallery
https://kraftboxpack.com/wp-content/uploads/2025/11/2-2.jpg,2025/11/2-2.jpg,,/product/kraft-paper-boxes/,gallery
https://kraftboxpack.com/wp-content/uploads/2025/11/2-3.jpg,2025/11/2-3.jpg,,/product/custom-kraft-bags/,primary
https://kraftboxpack.com/wp-content/uploads/2025/11/2-4.jpg,2025/11/2-4.jpg,,/product/kraft-pillow-boxes/,gallery
https://kraftboxpack.com/wp-content/uploads/2025/11/2-5.jpg,2025/11/2-5.jpg,,/product/colored-kraft-paper/,primary
https://kraftboxpack.com/wp-content/uploads/2025/11/2-6.jpg,2025/11/2-6.jpg,,/product/kraft-necklace-box/,gallery
